id,dt,bulan,tahun,minggu,id_provinsi_sdi,id_provinsi_bps,provinsi,id_kab_sdi,id_kab_bps,kabupaten,id_tipe_bencana,jenis_bencana,kategori_bencana,is_bencana,jumlah_kejadian,meninggal,hilang,luka_sakit,menderita,mengungsi,rumah_rusak_berat,rumah_rusak_sedang,rumah_rusak_ringan,rumah_terendam,pendidikan_rusak,fasyankes_rusak,rumah_ibadat_rusak,kantor_rusak,jembatan_rusak,fasum_rusak,menderita_mengungsi
6e2dff0f-8789-45a0-a9c6-b7ec475de4b3,2015-08-24 08:08:08,8,2015,35,12,12,Sumatera Utara,12.73,1271,Kota Sibolga,1020,Tanah Longsor,Longsor,True,1.0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
8a5930d0-f248-4a36-a152-97985b96a211,2015-07-27 08:08:08,7,2015,31,12,12,Sumatera Utara,12.77,1277,Kota Padang Sidempuan,1020,Tanah Longsor,Longsor,True,1.0,6,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0
1972f86b-9476-4408-8b90-8d916f02e3c7,2015-06-07 08:08:08,6,2015,23,12,12,Sumatera Utara,12.01,1204,Tapanuli Tengah,1020,Tanah Longsor,Longsor,True,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0f9e229e-d059-4ddf-98ed-79b478c630f6,2015-05-25 08:08:08,5,2015,22,12,12,Sumatera Utara,12.07,1212,Deli Serdang,1020,Tanah Longsor,Longsor,True,1.0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
dc02be80-fc3f-4f86-ac33-2cc38bac0910,2015-01-13 08:08:08,1,2015,3,12,12,Sumatera Utara,12.08,1209,Simalungun,1020,Tanah Longsor,Longsor,True,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cb4509c8-e777-4af4-a254-dbb315ca61bd,2014-12-29 08:08:08,12,2014,1,12,12,Sumatera Utara,12.18,1218,Serdang Bedagai,1020,Tanah Longsor,Longsor,True,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21fdaacd-fd63-4ed2-8199-06a44278176f,2014-11-27 08:08:08,11,2014,48,12,12,Sumatera Utara,12.01,1204,Tapanuli Tengah,1020,Tanah Longsor,Longsor,True,1.0,0,0,0,0,285,7,0,0,0,0,1,1,0,0,2,285
32993321-5f83-4746-a906-9c58c3825509,2014-11-21 08:08:08,11,2014,47,12,12,Sumatera Utara,12.01,1204,Tapanuli Tengah,1020,Tanah Longsor,Longsor,True,1.0,5,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0
daa4cf9f-a820-48b5-a90d-07414273f40b,2014-11-14 08:08:08,11,2014,46,12,12,Sumatera Utara,12.04,1201,Nias,1020,Tanah Longsor,Longsor,True,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6561509e-1da5-47bb-8caf-d7508b403bc8,2014-11-13 08:08:08,11,2014,46,12,12,Sumatera Utara,12.02,1205,Tapanuli Utara,1020,Tanah Longsor,Longsor,True,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52804fb6-605a-454d-8581-68abc2854ba9,2014-11-13 08:08:08,11,2014,46,12,12,Sumatera Utara,12.16,1215,Humbang Hasundutan,1020,Tanah Longsor,Longsor,True,1.0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
8e2e73e0-3121-4232-9784-68227b4c2975,2014-10-25 08:08:08,10,2014,43,12,12,Sumatera Utara,12.72,1273,Kota Pematangsiantar,1020,Tanah Longsor,Longsor,True,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
39a84660-3637-46b0-936c-5b02cae66c82,2014-06-26 08:08:08,6,2014,26,12,12,Sumatera Utara,12.13,1202,Mandailing Natal,1020,Tanah Longsor,Longsor,True,1.0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
08fe7104-97ff-42a1-a911-5fb9d9fa8514,2014-05-17 08:08:08,5,2014,20,12,12,Sumatera Utara,12.71,1275,Kota Medan,1020,Tanah Longsor,Longsor,True,1.0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,3
044759a4-4967-4858-908f-0e2f48a331c9,2014-04-03 08:08:08,4,2014,14,12,12,Sumatera Utara,12.73,1271,Kota Sibolga,1020,Tanah Longsor,Longsor,True,1.0,3,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0
8857e3fb-9e84-4768-a21d-e7893f0f7f01,2014-01-06 08:08:08,1,2014,2,12,12,Sumatera Utara,12.01,1204,Tapanuli Tengah,1020,Tanah Longsor,Longsor,True,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
dbde9136-edfb-43c6-b887-3009c8f855e1,2013-11-30 08:08:08,11,2013,48,12,12,Sumatera Utara,12.06,1211,Karo,1020,Tanah Longsor,Longsor,True,1.0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
c8c58312-5957-4de6-ad13-86d2e9f86a0e,2013-11-25 08:08:08,11,2013,48,12,12,Sumatera Utara,12.23,1223,Labuhanbatu Utara,1020,Tanah Longsor,Longsor,True,1.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bf756fc0-77a7-49ad-9096-872791d151fb,2013-11-09 08:08:08,11,2013,45,12,12,Sumatera Utara,12.08,1209,Simalungun,1020,Tanah Longsor,Longsor,True,1.0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
3abb1c80-0f09-43be-b437-e3f422a76aed,2013-09-09 08:08:08,9,2013,37,12,12,Sumatera Utara,12.11,1210,Dairi,1020,Tanah Longsor,Longsor,True,1.0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
035fa9e7-d072-4ef2-a51a-ba4591b5c48d,2013-02-05 08:08:08,2,2013,6,12,12,Sumatera Utara,12.13,1202,Mandailing Natal,1020,Tanah Longsor,Longsor,True,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beafe210-cecc-4bdc-bdde-ff52d41f575a,2012-12-17 08:08:08,12,2012,51,12,12,Sumatera Utara,12.13,1202,Mandailing Natal,1020,Tanah Longsor,Longsor,True,1.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
fa9458ab-a24c-4708-91d6-0ed04b2c0797,2012-12-05 08:08:08,12,2012,49,12,12,Sumatera Utara,12.04,1201,Nias,1020,Tanah Longsor,Longsor,True,1.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0e07cfd3-bcd5-4dbd-8036-1a4c98b223a9,2012-11-19 08:08:08,11,2012,47,12,12,Sumatera Utara,12.11,1210,Dairi,1020,Tanah Longsor,Longsor,True,1.0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
6834d7b4-627c-4e59-875a-8c0fcfd96d92,2012-11-11 08:08:08,11,2012,45,12,12,Sumatera Utara,12.01,1204,Tapanuli Tengah,1020,Tanah Longsor,Longsor,True,1.0,1,0,0,0,47,1,0,0,0,0,0,0,0,0,0,47
217ad6c6-b811-4e5d-b5d5-e5e1466691c1,2012-11-03 08:08:08,11,2012,44,12,12,Sumatera Utara,12.02,1205,Tapanuli Utara,1020,Tanah Longsor,Longsor,True,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369a7994-ef24-4960-9a6a-ec423db9f893,2012-04-12 08:08:08,4,2012,15,12,12,Sumatera Utara,12.06,1211,Karo,1020,Tanah Longsor,Longsor,True,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
ffe93667-1be5-4294-a05d-282731b545ca,2011-12-20 08:08:08,12,2011,51,12,12,Sumatera Utara,12.12,1206,Toba,1020,Tanah Longsor,Longsor,True,1.0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
7cdb8161-d827-41b0-93c9-4d4dbb713698,2011-11-30 08:08:08,11,2011,48,12,12,Sumatera Utara,12.14,1214,Nias Selatan,1020,Tanah Longsor,Longsor,True,1.0,6,0,1,0,0,37,0,0,0,0,0,0,0,0,0,0
d71b5304-b337-4a34-84af-10be9bce53cb,2011-08-01 08:08:08,8,2011,31,12,12,Sumatera Utara,12.06,1211,Karo,1020,Tanah Longsor,Longsor,True,1.0,3,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0
e10ac62c-5afd-499c-9554-26a62d7455eb,2011-01-12 08:08:08,1,2011,2,12,12,Sumatera Utara,12.02,1205,Tapanuli Utara,1020,Tanah Longsor,Longsor,True,1.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09333002-a45d-41f7-8fcf-47e61d53eca0,2010-12-05 08:08:08,12,2010,48,12,12,Sumatera Utara,12.04,1201,Nias,1020,Tanah Longsor,Longsor,True,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
b3c4d6a3-920e-4345-901d-4b7aee12118b,2010-10-14 08:08:08,10,2010,41,12,12,Sumatera Utara,12.73,1271,Kota Sibolga,1020,Tanah Longsor,Longsor,True,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2af60788-1206-41bc-bfaf-655812cb085f,2010-04-10 08:08:08,4,2010,14,12,12,Sumatera Utara,12.02,1205,Tapanuli Utara,1020,Tanah Longsor,Longsor,True,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ee056df2-00a7-41b1-8245-c39912bd9ea0,2010-02-04 08:08:08,2,2010,5,12,12,Sumatera Utara,12.03,1203,Tapanuli Selatan,1020,Tanah Longsor,Longsor,True,1.0,3,3,1,0,45,7,0,0,0,0,0,0,0,0,0,45
0badd89c-e0bc-45b9-bb37-857cbd9f2db1,2010-01-12 08:08:08,1,2010,2,12,12,Sumatera Utara,12.02,1205,Tapanuli Utara,1020,Tanah Longsor,Longsor,True,1.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93b5d74e-5044-4bf4-aff1-6aea4b327600,2009-12-16 08:08:08,12,2009,51,12,12,Sumatera Utara,12.03,1203,Tapanuli Selatan,1020,Tanah Longsor,Longsor,True,1.0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
8e4ce0a8-78de-433c-9e83-58bb5fbd9b74,2008-09-26 08:08:08,9,2008,39,12,12,Sumatera Utara,12.04,1201,Nias,1020,Tanah Longsor,Longsor,True,1.0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,72
6f73497b-38c5-495a-b1da-4936592d9220,2008-03-13 08:08:08,3,2008,11,12,12,Sumatera Utara,12.13,1202,Mandailing Natal,1020,Tanah Longsor,Longsor,True,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
